tradedate,newstitle,newslink,source,closeprice,sentimentscore,sentimentmagnitude,sentimentlabel,impact,category,mat_reason
2025-11-11,ソニーG、第2四半期の音楽分野は売上高21％増の5423億円、営業益27％増の1153億円と最高業績 ストリーミング収入と劇場版「鬼滅の刃」貢献 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE5DcFRaOEI0QmYxX0h4dlFCY2RURnMtcUtBQ0kzaS1DQUhYRlRBWjhoamNqR01GU0JZTC1uOEVtMXlvalp6?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ、『Ghost of Yōtei』グローバル販売は330万本突破と明かす 前作に続くヒットタイトルに - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTFB4MUpvVl96VXB2UERnY0c4WVluLVhadXdyM3lqQjRsNV9rTkZ2NkNFZjhVUXVWVm1KbzJnMWVqeldCa2Q0?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、今期2度目の上方修正 米関税影響は500億円に縮小 - Reuters,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQXdpQ3VmXzg5WHBBTXVQU2REQzNSaW95WkV0YV9UTzZ0MzlBTTROZmpub0p5TFBOa2FfdXRjcFBJT2ViQTQ4cXZNdmhyMklxUUZvNkQtUU9qNloyWWZEQ05tOVRLZlpDZzZ6bG5zeWhKRWNRM29aQjFTdndsX0ltc0FoY0dwakdxdlh3?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニー半導体、過去最高更新で見通しを上方修正 スマホ向け好調：「上積みの可能性も見極める」（1/2 ページ） - EE Times Japan,https://news.google.com/rss/articles/CBMib0FVX3lxTE9SRHRCNkhiM3Y4akp6ZDQyLWxQLW9US0NocDVEN0FJNDNIVHV6dHU4MFlhbUwxb2NwNEtaUXRMQXFIWU1KZFhFb204UGJ1dVFfQl9RRzk2YUk2ekF2LUZJRHdEV2tqUFFKa2oyQzdaNA?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ、「クランチロール」は映画分野の成長ドライバーと位置づけ…劇場版「鬼滅の刃」の海外配給を担当、マンガサービスも好評 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTFBKaS1QcEMyOHRuLVc3VHE2ZVVNa0l6VDF6UTFPSG4yc0FHRUh2VnM5N3FpQlRuU2tJVzdpbTE4S1ZwNlJZ?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,「鬼滅の刃」と「国宝」がヒット、利益予想を上方修正 ソニーG決算 [「国宝」現象 映画「国宝」] - 朝日新聞,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFAxRVk5UTNjaFpzN2F5VTRpUW01eDZHYU5Dalc1dWNGbE9JaTRENTNPREZMZlQwaFI3czhDMmJ6cENRTEVhbzRhNFRMUmIta3JlLUhoTVJVc0ZVU3BVWV9Wb29Hbm9uS00?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーが業績を上方修正 「鬼滅の刃」や「国宝」エンタメ事業が好調 - au Webポータル,https://news.google.com/rss/articles/CBMie0FVX3lxTFBSc2V2MThHWWczRjdMVHpEblR2LVkycVg4VHBfV1g5WThNcUhydXEwN2h6MGVuMDV0YkI0U1VEQlZZYVVUaVZPVXUzSW01TnpFY1liV2VGM0g4bUx1TWZoSGpJb0RRbTBxQkRaSXpVMW01VWU4MkpkY0NxTQ?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、営業益過去最高へ 関税影響減、「鬼滅」効果も―２６年３月期 - 時事ドットコム,https://news.google.com/rss/articles/CBMiY0FVX3lxTFB2SnhqOW53UW42T1VUcHlLSlMwNlcyUmN4MDVlNTlNNDRjdnhCUU9JRnZRTUpvYnpVUktMcVpMdGlpbXFLb2pmTm5uTmo0T2tpMkt1LXdUcjlGUnlDZTM2ajFlOA?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ゼネコン鹿島＆大成、ソニーGが好決算/金を売却したときの税金は？/日経平均反落【今日の注目株＆日本株市場見通し】「デイリーZAi」11月11日号 - ダイヤモンド・オンライン,https://news.google.com/rss/articles/CBMiU0FVX3lxTFA1RmJGNTdEM1hQeUxXNE9lRFlWTm9YeE1nMzdDZHdxbVFjSkNqN3h2LWNsRTUwSEVoWmE4Q2w0ejFtUFlvMHgxOVRjNkNhZmstRExR?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニー、金融分離でエンタメシフト加速 両社成長〝第2の創業〟なるか - 産経ニュース,https://news.google.com/rss/articles/CBMidkFVX3lxTE9LUFItR1J0aDZLVHQ1YUVsNXhIWHN2bzl2SVU1WTVPVFZWVzZHaEpheTBGd29GQjB1bDUzajk2Qkt3STVaY3VIX1hGam1OZGhOMWZ5bGM0VFp6cGFYd2EwNnoyNnhRQnRzUjcxNUtCdHNqSTJLZHc?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,〔決算〕ソニーG、26年3月期営業益過去最高へ（時事通信） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1oeW54dXZCaEhDRWtJMFhyWEIwN3ktdmpWR0ZZTXhOcWRmdF96QVRDdEJDVDFRMXl2Y296cm9OTk1JV0U5ZExNVFZLTDh6MzVuT2NhTWx0U28wd3UxMzR6RFh4QnppU2FxMHcwR1pQVGlkZWVtcTF1d2RQckNxc2s?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーＧ、映画「鬼滅の刃」大ヒットなどで過去最高の営業利益見込む…２６年３月期・１兆４３００億円に修正 - 読売新聞オンライン,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9LTDdMa1dBMDR2Wi1hcmZSRVJ0a3c1MUtsNWJqWVlDeGRGLVNSV0Q1WmlZNzFaaWExQVZXcXFiWXdLb3BXYWV5X0dKcHBkVFlRTHhpdjQzUWtQeTZiYW9xUzB5VkU?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,【ソニー決算】PS5の累計販売台数は8410万台以上。『ゴースト・オブ・ヨウテイ』は330万本を発売1ヵ月で売り上げていた - ファミ通,https://news.google.com/rss/articles/CBMiV0FVX3lxTE9aVFVweUVVNUx2al9EWkxCMTZCUGlzenpBbFZjWUxjeTFON1lqX1dRdFNDT05VWW1KZDVROFpqQW5Nd3JDY0xaUXRsSzVzWlBDTVNBemk0RQ?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,「鬼滅の刃」と「国宝」がヒット、利益予想を上方修正 ソニーG決算 - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5QMzczN215YnBmcW1mcjlHVV9FMVJ0VHdSdVI2Q2hqV3ZUcHNaM196cTU0YVlJS0lNeTNUUUJlbnc2bkg4eWk4Z1NjeTRXQmRR?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーグループ今年度の営業利益見通し上方修正 映画「鬼滅」「国宝」ヒットが追い風 - テレ朝NEWS,https://news.google.com/rss/articles/CBMickFVX3lxTE5qb21ybmpaZl9STHN6ejF2eThaUkowdExaLVZ1WTVFVGE4MGEyaXgtNEk1VzhXaE1fTGtyQnBTSUI1M2Jucl85SW5zQVRtY0h5SHpoeFlfNFlBZEYxVVhwaXF4QldlMTlodHFWU3p4NjhhQQ?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,ソニーが業績を上方修正 「鬼滅の刃」や「国宝」エンタメ事業が好調 - ニフティニュース,https://news.google.com/rss/articles/CBMiW0FVX3lxTE95RFpYbW1WSC1kbkttdzlYUmRMOS1ONTAwUGVpSFM4dnRPbWxvaWFVZjNmOERVcHJPUkJJbHVYVTNFUmZLaWtlNVJCaUtKM2ZrY2NoLU1jeWZTYWc?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,鬼滅の刃などヒットで ソニーG 営業利益“過去最高” - テレ東BIZ,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5nQkR3UTZMVDdNZi1vV3dfRmk5NXdoc1JqZkNmV3JHU3piM0p6VUtmRC04b2p5aEIzVzlLa0NMXzRTS3FadnNPWVlTZ1N4bXUyWXN6WWc4YXFLVFFKZTk0?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,Bungie新作『Marathon』は“2026年3月末までに発売できれば”ソニーグループCFOが決算説明会にてコメント（Game*Spark） - ｄメニューニュース,https://news.google.com/rss/articles/CBMifEFVX3lxTFBnVURFVHNvQU0xc2s2VlN3aWd2UFktWUptWWFKbXhVUmN3ZjdxZkpacWJDNUg4ZGhFQTBiWXVwQjZwWjItMTBPM1pLdUo1QlUtd0VYWFlyek0xdU1DZWpCVEE3X1FXMmNNbG14WVlVSlp3cXY5MktDV0x1YUQ?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-11,Bungie新作『Marathon』は“2026年3月末までに発売できれば”ソニーグループCFOが決算説明会にてコメント（Game Spark） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1vSnNxN01zbmt6OTlkT2xLNG5EdExIMGtkZ05xWGdUeUo5UFlWM2tDY25FcnJqaE1Wbk54N3VJclhLQ2tocElYRDFiLVJYTkswNjBNZWpuSmJ4X3pwNWtnNWhVVUt5MDNkWUo3dTZzc0V4cWI3VTktWEFGMmFVYTQ?oc=5,,4520.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,〈ビジネスTODAY〉ソニーG「ゲーム内課金」軸 今期営業最高益予想上振れ コンテンツで稼ぐ前面 - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE55RzZmaGE2QmNKQTRZOHBldkpnV29fM1h5Z0p2T2RBdzR5Zzd4czJiX1NPUEc3eDVjcnhjeWhLby1ERlJQQzZEaExXLXhlWFZYZWpmVDlSanBuaG1JdjV3Q1FzVkJSZmZoTmFmeQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,「鬼滅の刃」と「国宝」がヒット、利益予想を上方修正 ソニーG決算 - ｄメニューニュース,https://news.google.com/rss/articles/CBMijgFBVV95cUxNSV9aajRKNjY0bkgwZDQ2MzRTZEp4WXdjc3YyOGJKYkhRODByNFZ4amFzcFNNbTdGQ0VrbDFScF9SWk5sV3U4SF9oaGstUWI1a3pRYlJtMXMxNmdGa3I0NEtWN2l1SExXX0ppLW83dV9BcnRjWFpEYTN4eVp6RHowZFJBMURsa1dNYjcxLXp3?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー半導体工場で見えた生産改革の全貌。歩留まり問題に直面した長崎工場､危機脱出までの道のり - 東洋経済オンライン,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5QSzZZQzF6T1RQMWNMVjBSeDJGQk5oODdqSnR3eVNmWV8zZ1ByNlFFeGtPcUh0dTE1UFBKaXdsbFIwaTgySnpzNXFZQXZzR0lXdGc?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,〈ビジネスTODAY〉ソニーG「ゲーム内課金」軸 今期営業最高益予想上振れ コンテンツで稼ぐ前面 - 日本経済新聞,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOOGJKbzJPRFpyMkF6LUJ5Z0N3NV81QXM1WDc5cERLUkkyWnRiQUFHOVZNWkRFU2dnQU5fd3dCM1JSLV9jZ3J3aTNyZXpWZTdlRUNCZTZEU0FRTlJ5RGxZZDJZdGtoQlZkYmVDOXk0MlZ4NjRZLWVfZHFsUTByTExhN05jM191MnJ6YS03SHI3Q1RkQUlOTm9HZVR3ZnNrMDdqVFlyaVU4OXo?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーグループは2025年度第2四半期も過去最高業績、イメージセンサーが絶好調：製造マネジメントニュース - MONOist,https://news.google.com/rss/articles/CBMib0FVX3lxTE5aa2E3VkhOaU5mRldYSUY0VE02OHpRWnAyYTlSLWlOYlFlb3ZMWnExWVBPUGxhOHVwU0tDYmdhRzQ3alhfUEotRUd5bFhEMVEwUnA1VG93Vnc0WjBNVDlLVEpLaWNmMkZyMzNFazVNUQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーグループ 営業利益見通しを上方修正 - au Webポータル,https://news.google.com/rss/articles/CBMie0FVX3lxTE02N195WmtraURmSHZ4cl9FYi01cTBvdE1sYmxiMFo0TzlkYld6eHFzb19aQ3BlbWNodF9FUHFEekpRdGl4ZzN1ZUpPVlJ1MHVROG1Hb3ZUYkVGQ0RfYkp1MWlCcjNuUVZjRDl4U2dndU9fZ0hpcmNNdVNkcw?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーG、PS5の日本語専用モデルを11月21日発売－価格は5万5000円 - Bloomberg.co.jp,https://news.google.com/rss/articles/CBMidkFVX3lxTFAwd3NJUUJnalpCU3FRenJBRDNmY0hsb1E4Tk56bDAtN2I3TEhGVUpnbUtXQjBCcExMQ2ZOeDN3NWRXTlZ1RG82UG9PSm01MEc1Ml9YX2tCMXpCYzV0VGF5REZWSm9BU2VBOG4xZWtDMllkM2wyZFE?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーグループ 営業利益見通し 上方修正（ABEMA TIMES） - ｄメニューニュース,https://news.google.com/rss/articles/CBMiggFBVV95cUxOY0FNS21uZV9uN0ZHUGF0OUw4bm5kckZIcGozdllKNnFQZ0Nwck8wQnhNLVdCTlRaenYtdDBmUmhaeWl6SGNGOUVGSGNZWFFwYkhqTGU5Y2dLcHJkckZJN3lBbFBxa2gxUVV5bmVPR2RnTnV0YmxOQ284QVM0eVFqQzlB?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー、日本語専用PS5を発表。2万円近く安い「国内特化モデル」で市場拡大を狙う（NANA） - エキスパート - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOcG5OWUo2ckEtR2RRYXIzbC1pVzBTaDVaWU1RTy1Ha1N4RVJ0ekYxVGctYWk3cmJvUEY3akxYclh5RjJIQWYxZEFxVDFCSG5mVV9YZjVRbWR6cEtmSHExV2U0cHB4c09ZTGg2NkZqWlVMQ3pFQldBREE4NjN0UE1yN21lVDZubHVZ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,【おはようgamebiz(11/12)】ソニーG・ネクソン・タカラトミー・カバー決算、『ARC Raiders』400万本突破、ブシロード「ZERO RISE」発表 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE5NOHktVWp6Y0R3Vk1ROEdoT3pLQXdEZDhCcks2Nm13YlBtRXpFbXZPNGxMZ2d3anVLOXRPQTVMWmViUm1E?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーグループ (東証:6758) 5.2%上昇-業績見通し上方修正と自社株買い開始-何が変わったのか？ - simplywall.st,https://news.google.com/rss/articles/CBMiowFBVV95cUxQX05ka0dQUG9oZEIyUDBXTWFWNTllZXdsX2R2cUs3N1dfTS1hOWVKVmNOendNUDVRMHphb3JiTF9RLTF0LW1YNUlGN19tY3BvMzlxRnRaN0U1NU9kdV82d2ZtWHFyNWJrbkppcFNvR2d3M1hvSHpsaERtWWdyZWdHbzRiSFBROUxLcGdqMHBXY1RMNG50NlotNjBESTBvN0lYeFVR0gGoAUFVX3lxTE94a2VITjZkU1hfaVprUWZKSG9UcjF2YksyUmxVOU00M2ZBTW5pYVpUYVdpRXRlVW9XdkdHVUdRMmk4bFUyM1plendtM20xbUQ1a1RkMHVMcnZibWt3RmNMdzV5NzFPUEttWGo1RHlGVFhfWWlXN2g1WWFSSGlacXF5bFFpR2ZSNXpmTVJpVTA2eWdIRXgxX1hVWWkzMGRsU1JwajRJUldxOQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーグループ門外不出のトレンドレポートが今年も発売！ 「Future Ancestor（未来の祖先）」を深掘りするトークイベント開催 - WIRED.jp,https://news.google.com/rss/articles/CBMiakFVX3lxTFBFUHZ2ckMzbklraGVaTlllcHZ4TnN6UUNmbEViNGQwaHQwdHE2MUNoMlB1VEJzQXFoY3dlSDZTQzRyV2Q2WWJTYVo5YzR2bUFTNDJob2l0Y2k3Q2dIam52cFplUFB4Z2pkdFE?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーＧ、日本語専用「ＰＳ５」を21日発売 価格5万5000円 - Reuters,https://news.google.com/rss/articles/CBMijAFBVV95cUxPT1FmWW9SNnVDQ2U1cDdfVG1VV0pyXzBVbDM1SnJQalJtNzA0aTRaTkFrNlB4X0NUWlEwTy1RRzQ4UzA1VFluMFA0V0tYdW1OOW42TEpLSDlQSzVyRGNMWndQUFRDdUpSV0NqejlsOU5OWmRRLVRnaUxzazhPNWJXcWRmOC1qTEFDbVBFWg?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーＧ、日本語専用「ＰＳ５」を21日発売 価格5万5000円（ロイター） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1nTUN0RnRPUXQ1ZUJzeHhpb2ZqU0EweFZ4VVplWEY3WjdOUm9rbU1iWjZMTGpnWWJWQjhKZ2NuTV90SHYwRUxoak9QWUpHX2NpYk5WdFBhSjNCQVp1Z1J2V0ZxOTFpRTFsdVU3Q1ZSNHNTNklZSHJfczVaWVQ0TjA?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,【ゲームエンタメ株前場(11/12)】好決算＆自社株買いのソニーが続伸 ネクソンにも物色 減益決算のカバーがさえない【チャート掲載】 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE1SV1BBSUw4OWh5b1pHV3luQ0xGZHh1WjUwWVpXeDY0VUpDY2k3YXZ4OE12SEFHNk1ZNWJHa0dkVFlMWGVJ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,PS5 デジタル・エディション 日本語専用（CFI-2200B01）を、ソニーストアで最大限安く購入する。ディスクドライブ（CFI-ZDD1J）も合わせるといくらになる？ - ソニーが基本的に好き。,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5mdGRjX013dGZEQnZmaGZ0bnlqTGdrdmJhRnMwWkMtV2l5c3Z2Z0xEMHZMQWhvTGVEMnJPX1dKS3I4TWY3anROSDJhclhpUQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー、27型PlayStationモニター VRR対応、2026年発売 - ASCII.jp,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBNRUJ2dzNsVERmSVgxa05fNHdRak1tM3dfZlE3ai1jV0w1X1VNajZlZmxOei03em9vaTV5U1ZCVVFFcWJXdjM3YldJemgtSmU0aC00Tg?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー、PlayStation純正モニター発表--「DualSense充電フック」付きで2026年発売へ - CNET Japan,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5rc1g5aVhyLTVQZ2lYNUdzZVI4cXlqX3BDbjdOUFJPRnhuTG9kMjVfdW96c0hoVmcycXRtOEFmdjBsMWJGczFtNkItaHF0V2dQV3c?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,PS5は「まだまだこれから」―ソニー決算でCFOが後継機についても答える - ｄメニューニュース,https://news.google.com/rss/articles/CBMiggFBVV95cUxQajB6Y24wUmpvUDRYQ1FSNXZOeWhUOGVBMDBEeHpnY0ZkcVRMcVp2VU4yLXhmQXhfXzl4QnFFX0ZYSllnQkMzVkY5SmwtQU9HQjJSdV8tZmozNXFvSGJUdk50QUkzVGdEazlxZVBZM1RUXzRRTlctRUFGb3ZTb0N0LUN30gGCAUFVX3lxTFBqMHpjbjBSam9QNFhDUVI1dk55aFQ4ZUEwMER4emdjRmRxVExxWnZVTjIteGZBeF9fOXhCcUVfRlhKWWdCQzNWRjlKbC1BT0dCMlJ1Xy1majM1cW9IYlR2TnRBSTNUZ0RrOXFlUFkzVFRfNFFOVy1FQUZvdlNvQ3QtQ3c?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,PS5は「まだまだこれから」―ソニー決算でCFOが後継機についても答える（Game*Spark） - ｄメニューニュース,https://news.google.com/rss/articles/CBMihgFBVV95cUxNMldsQUgtY1VTb1JJNmZDdllKQmxjMi1xR0NoU1lrbV9ZMFJtS0R2cThBTzg0RWJjM3hpRUtKRjZiSHp6cW13blNMSWY5dzJPcl9EbjJRT0hvakI4d0EwLWlGdEMyS3YxOUFHcXVobGxsV0JJODN4YUhqZ19NXzZ5SWEwTUFMdw?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,PS5は「まだまだこれから」―ソニー決算でCFOが後継機についても答える - Game*Spark,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9GSDZfeHdXU0JJcWd1NGxQbUZ6WGJESHRJV0dJbXN2RUd2OVFZMF9JZjliUlBTNTRSeUFsQUMyWVh4MC1JNG1BWnlEU3V0VGllX3RRM3I5RFZBRmRuRTJRZnJteGNPUQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,"【アナリスト評価】ソニーＧ、レーティング強気を継続、目標株価5,600円に引上げ（欧州系大手証券）(アイフィス株予報) - Yahoo!ファイナンス",https://news.google.com/rss/articles/CBMihwFBVV95cUxPV1kyX3RPaUpYS244UEVTMkE2VnpYV0Z2dmg3dFp1bzN3Y2F4X0dCaGN6UlF3cjdWeGJTWVRzTXI2OUtQb0Y0QlVseWlNSjMwZlBZdU0wVjNKdXBTNkVxeVNQRHpfT191MzVQTFBZa2FXNlpfUnlXVzVlUWlqSlNLckpuNDZmRjA?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーG系、日本向けPS5の新モデル 現行機から1万7980円安く - 日本経済新聞,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQM3lOV0VUODZMSy16TTlYMW9pUW1xTEgzOUtKOU1KQWxCMWdNT3Z4ZEEtMFo4eklrTDFaa09FbldfUUFuaWY4RzZjRzlRN0tIYmg1VVROLXZrSjdoQXp5V0Q1Um9EUlJxWHdiZHQ1aFZId0RTUHBEOTMxOHhqMzZ3WnFHLV8zRkRGalpOenNLUEw4UHg1Qm1BSHM1blBBaHgtOTBFOS1vQTQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニーG系、日本向けPS5の新モデル 現行機から1万7980円安く - 日本経済新聞,https://news.google.com/rss/articles/CBMibEFVX3lxTE1WeFlnTi0wV0sxWE5xcTIzVWY4SG9TUmhmZms5UE5YRzd4ZnZxQ0QzeWViY0tBZVRQZjVuUGRRQXNOa2E3Ti1xMF92QVhEcWJMSHJwYTcyS1U4cVdoRXI0NmN3NXV1aUptczhvRw?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,"【アナリスト評価】ソニーＧ、レーティング強気を継続、目標株価5,000円に引上げ（米系大手証券）(アイフィス株予報) - Yahoo!ファイナンス",https://news.google.com/rss/articles/CBMihwFBVV95cUxNaWt4RUNROGFFSm5OUFVxUjBlWERhbWVKaGpsbzc4Wk9KMTdtbDc3cjE4ZE0tUHRoTWN0X2ZCRGJJaDlYTUJFcWczS2JwTEYxenUwT2ZvbXVEcjFEWWtNQXZNRDE2dk1nTkRWVjNycmlQQm1LS0hTVmxFS1ZnbTBGWjdEWUVGREU?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,「鬼滅の刃」と「国宝」がヒット、利益予想を上方修正 ソニーG決算（朝日新聞） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTFBKZ0daSTZ0elVwQkZteGZiTVVXNC05UEN2YVM0eGUwbkZWQlVTUDFLQlVGSUhKbGRULVJydUdESm9UOUdjWnN0ZE96QmZnd0hHZk1CZXFUNzZsMG1VN2xoR09nR2lWOHYzM3l4TmhETFRnS1BMNzBvV1Noa0xzazQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,【決算深読み】ソニーまた最高業績の理由、2Q決算でエンタメ好調が鮮明 - 通期営業益は1.4兆円へ - マイナビニュース,https://news.google.com/rss/articles/CBMiXEFVX3lxTFB1VlUyNFRiVDd1R290RUl6V0xUYU5lOHNHdFZYLTQyVnRYcUNxYWdKTFpLSThUYVpGdTR4MU1yVE9EVG1SQWY5V1VCZGw1ZjBqQ0VkN29OU1E1T3Z6?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー、ミラーレスカメラ4機種のアップデートを公開。バッテリー表示やUSBストリーミングの不具合を修正 - pronews.com,https://news.google.com/rss/articles/CBMiYEFVX3lxTE44STR6NG9DTnVwVU1yQ2ZUdmtZVDA5M0draURzZFRTZkJpNFFyS3JzazRSRHRvMkNQd1NRVEpSV013OWRYVnduaXByQ0hsdW9xTElXcG9xTFdYMldJRWRxYQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー、プレステ５実質値下げ 日本語専用で５万５０００円 - 時事ドットコム,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBpelBReVNmSUt6VHFOaGVpaDNWbVB1bGt6dHNZSHJWamRrNkV6ZFZYWFNhTERUZUloOEJsb29Wa0ZjLVV3LXNBWGEwVXcxOWpUY1k1Y3pMV3VzWTBya3pvUVBPRQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー、PS5日本語専用デジタルモデルを5万5000円で11月発売 - x.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTFB2Xy12TGNmaG9hOUdaOG5qRWozN2R1emhwSkNVcngyT1NYeW1ad0gxdUU4MC1IS093QnlfUHphZWI0VVlPc25DRmFaMHpIUExYT0E1UnJhQQ?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,ソニー、PlayStation 5の「日本語専用モデル」を5万5000円で発売 海外使用NGの代わりに安価 - CNET Japan,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9Uc3p1NTZmaTRKal8wcW1XT04zZGJxTkIydXZkR19VWDRlajNmNFdKRDVYU1B0TXdfZG1VRUdPLXVMZFBqVE55RHRVMnlXc2JvR2c?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
2025-11-12,プレステ5、実質値下げ―ソニー（時事通信） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE02WmdtNnBXTUl4bFRWWkYwazFmSWpTYWhmb193SUlzZ2E2TWFGa253bkx6Z2tEaXNwV2NaNTFZNHc3VzhFQm94dmh6cEdIc1AwUW85TXMtWVBYcUcwQjJKN1p3bTJuU1BScjNsNmRuVmxGYzhrWDhRWTNndDNKTU0?oc=5,,4686.0,0.0,0.5,neutral,0.0,unknown,nan
